mechanism,dynamic_mode,run,timestep,alpha,friction
Expert Rule,static,0,0,0.7348791509339617,91.32108371929297
Expert Rule,static,0,1,0.7503147333976579,86.00428527289039
Expert Rule,static,0,2,0.7498253576314309,86.1728511381373
Expert Rule,static,0,3,0.7501460904895637,86.06237445442018
Expert Rule,static,0,4,0.7182210699371401,97.05897274112013
Expert Rule,static,0,5,0.7502643254329229,86.02164833574984
Expert Rule,static,0,6,0.750000260050702,86.1126058630892
Expert Rule,static,0,7,0.7481172418207636,86.76121296444292
Expert Rule,static,0,8,0.7483356922945115,86.6859675279866
Expert Rule,static,0,9,0.7504654990133287,85.95235393871138
Expert Rule,static,0,10,0.7459403446795646,87.51104688652049
Expert Rule,static,0,11,0.7022116052295106,102.57344537507858
Expert Rule,static,0,12,0.7481194666869135,86.7604466075583
Expert Rule,static,0,13,0.7298942742879557,93.03812837694217
Expert Rule,static,0,14,0.749465609858675,86.29676653969622
Expert Rule,static,0,15,0.7492341449877338,86.37649479543983
Expert Rule,static,0,16,0.7334219481612693,91.82301835351666
Expert Rule,static,0,17,0.7093375044256063,100.11892382630442
Expert Rule,static,0,18,0.7505070411128415,85.93804473005862
Expert Rule,static,0,19,0.7364497868339674,90.78007695568976
Expert Rule,static,0,20,0.7344148575393905,91.48100994201486
Expert Rule,static,0,21,0.7459551948444643,87.50593173561168
Expert Rule,static,0,22,0.7500898182160729,86.08175748301501
Expert Rule,static,0,23,0.7018845370435287,102.68610426742595
Expert Rule,static,0,24,0.7504833321807488,85.94621129025245
Expert Rule,static,0,25,0.7257062054435091,94.48071196443892
Expert Rule,static,0,26,0.7497488572769209,86.19920174505248
Expert Rule,static,0,27,0.7356624693983671,91.05126906186855
Expert Rule,static,0,28,0.7325023980722523,92.13975810053778
Expert Rule,static,0,29,0.7466642351956734,87.26170223234469
Expert Rule,static,0,30,0.7430892450544517,88.4931103812407
Expert Rule,static,0,31,0.7347720335140677,91.35798039831461
Expert Rule,static,0,32,0.7496624661090678,86.22895925035583
Expert Rule,static,0,33,0.7395831057515332,89.700802805059
Expert Rule,static,0,34,0.7504993467645097,85.94069505435658
Expert Rule,static,0,35,0.7502401112558162,86.02998892798368
Expert Rule,static,0,36,0.7473087735055947,87.03969050762379
Expert Rule,static,0,37,0.743436007396072,88.37366782158777
Expert Rule,static,0,38,0.7441581912763371,88.12491101946244
Expert Rule,static,0,39,0.7446827255669892,87.9442347729921
Expert Rule,static,0,40,0.7445508632500906,87.98965485113138
